Location_Name,Register_Number,Endpoint_SN,Meter_ID,Meter_SN,Read_Time,Service_Point_Timezone,Read,Read_Unit,Read_Method,Encoder_Read,Flow_Time,Flow_Unit,Flow,Account_ID,Location_ID,Account_Full_Name,Billing_Address_Line1,Billing_Address_Line2,Billing_Address_Line3,Billing_City,Billing_State,Billing_ZIP,Location_Address_Line1,Location_City,Location_State,Location_ZIP,Service_Point_ID,Service_Point_Class_Code,Service_Point_Route,Service_Point_Cycle,Meter_Manufacturer,Meter_Model,Register_Resolution,Register_Unit_Of_Measure,Meter_Size,Meter_Size_Desc,Dials,Service_Point_Latitude,Service_Point_Longitude,Endpoint_Type,Connector Type,Endpoint Status,Battery Level,Signal Strength,Last Comm. Time,Last Gateway Id,Estimated Flag,Current Leak Start Date,Current Leak Rate Per Hour,Backflow (gal/30 days),Supply_Zone_ID,Demand_Zone_ID
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-08,US/Central,5479.5375,KGAL,Network,54795375,2023-08,Gallons,-3,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-08,US/Central,5483.027,KGAL,Network,54830270,2023-08,Gallons,167461,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-09,US/Central,5997.698,KGAL,Network,59976980,2023-09,Gallons,514671,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-10,US/Central,6000.87,KGAL,Network,60008700,2023-10,Gallons,453,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-10,US/Central,6910.895,KGAL,Network,69108950,2023-10,Gallons,912744,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-11,US/Central,7036.341,KGAL,Network,70363410,2023-11,Gallons,966,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-11,US/Central,7846.866,KGAL,Network,78468660,2023-11,Gallons,935005,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-12,US/Central,8852.126,KGAL,Network,88521260,2023-12,Gallons,843,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2023-12,US/Central,9115.498,KGAL,Network,91154980,2023-12,Gallons,1267789,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-01,US/Central,10394.292,KGAL,Network,103942920,2024-01,Gallons,1278794,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-02,US/Central,10618.855,KGAL,Network,106188550,2024-02,Gallons,937,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-02,US/Central,11659.771,KGAL,Network,116597710,2024-02,Gallons,1264542,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-03,US/Central,12460.664,KGAL,Network,124606640,2024-03,Gallons,892,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-03,US/Central,12974.903,KGAL,Network,129749030,2024-03,Gallons,1314240,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-04,US/Central,14223.079,KGAL,Network,142230790,2024-04,Gallons,1248176,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-05,US/Central,14242.889,KGAL,Network,142428890,2024-05,Gallons,864,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-05,US/Central,15488.547,KGAL,Network,154885470,2024-05,Gallons,1264604,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-06,US/Central,15976.793,KGAL,Network,159767930,2024-06,Gallons,822,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,1,2023-11,1616,,,
Sewall Hall Dewatering Pump 1,,130116649,210752623,210752623,2024-06,US/Central,16687.763,KGAL,Network,166877630,2024-06,Gallons,1198394,98797,98797,Sewall Hall Dewatering Pump 1,,,,,,,6100 Main Street,Houston,TX,77005,98797-01,,Rice,,Badger,E-Series,0.1,GAL,1.5,"1.5""",9,29.718289,-95.397837,J,Unspecified,Active,good,good,2024-08,,0,2023-11,1616,,,
New Baker College,,121104116,210752906,210752906,2023-07,US/Central,3815.117,KGAL,Network,38151170,2023-07,Gallons,43126,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2023-08,US/Central,3924.638,KGAL,Network,39246380,2023-08,Gallons,109521,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2023-09,US/Central,4072.787,KGAL,Network,40727870,2023-09,Gallons,148149,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2023-10,US/Central,4222.395,KGAL,Network,42223950,2023-10,Gallons,149608,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2023-11,US/Central,4364.91,KGAL,Network,43649100,2023-11,Gallons,142515,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2023-12,US/Central,4430.645,KGAL,Network,44306450,2023-12,Gallons,65735,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-01,US/Central,4577.668,KGAL,Network,45776680,2024-01,Gallons,147023,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-02,US/Central,4753.485,KGAL,Network,47534850,2024-02,Gallons,175817,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-03,US/Central,4909.707,KGAL,Network,49097070,2024-03,Gallons,155291,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-04,US/Central,5070.042,KGAL,Network,50700420,2024-04,Gallons,158936,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-05,US/Central,5119.838,KGAL,Network,51198380,2024-05,Gallons,49164,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
New Baker College,,121104116,210752906,210752906,2024-06,US/Central,5138.025,KGAL,Network,51380250,2024-06,Gallons,203,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,1,,,,,
New Baker College,,121104116,210752906,210752906,2024-06,US/Central,5163.697,KGAL,Network,51636970,2024-06,Gallons,43656,98783,98783,New Baker College,,,,,,,6100 Main Street,Houston,TX,77005,98783-01,,Rice,,Badger,T1000,0.1,GAL,4,"4""",9,29.717012,-95.399578,J,Unspecified,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-07,US/Central,21.969,KGAL,Network,219690,2023-07,Gallons,4,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,1,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-07,US/Central,22.726,KGAL,Network,227260,2023-07,Gallons,1145,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-08,US/Central,25.188,KGAL,Network,251880,2023-08,Gallons,2462,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-09,US/Central,26.13,KGAL,Network,261300,2023-09,Gallons,942,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-10,US/Central,27.233,KGAL,Network,272330,2023-10,Gallons,1103,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-11,US/Central,28.141,KGAL,Network,281410,2023-11,Gallons,908,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2023-12,US/Central,28.903,KGAL,Network,289030,2023-12,Gallons,762,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-01,US/Central,29.891,KGAL,Network,298910,2024-01,Gallons,988,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-02,US/Central,32.993,KGAL,Network,329930,2024-02,Gallons,3102,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-03,US/Central,39.453,KGAL,Network,394530,2024-03,Gallons,6460,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-04,US/Central,41.986,KGAL,Network,419860,2024-04,Gallons,2533,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-05,US/Central,43.235,KGAL,Network,432350,2024-05,Gallons,1249,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Roost,,121227798,211752926,211752926,2024-06,US/Central,44.39,KGAL,Network,443900,2024-06,Gallons,1155,98800,98800,Reckling Roost,,,,,,,6100 Main Street,Houston,TX,77005,98800-01,,Rice,,Badger,E-Series,0.1,GAL,2,"2""",9,29.713431,-95.404869,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-07,US/Central,102.186,KGAL,Network,1021860,2023-07,Gallons,498,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-07,US/Central,102.706,KGAL,Network,1027060,2023-07,Gallons,3746,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-08,US/Central,107.941,KGAL,Network,1079410,2023-08,Gallons,425,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-08,US/Central,108.323,KGAL,Network,1083230,2023-08,Gallons,5192,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-09,US/Central,116.342,KGAL,Network,1163420,2023-09,Gallons,619,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-09,US/Central,119.53,KGAL,Network,1195300,2023-09,Gallons,10588,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-10,US/Central,124.572,KGAL,Network,1245720,2023-10,Gallons,265,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-10,US/Central,128.094,KGAL,Network,1280940,2023-10,Gallons,8299,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-11,US/Central,136.647,KGAL,Network,1366470,2023-11,Gallons,366,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-11,US/Central,136.665,KGAL,Network,1366650,2023-11,Gallons,8205,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-12,US/Central,149.496,KGAL,Network,1494960,2023-12,Gallons,1984,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2023-12,US/Central,149.503,KGAL,Network,1495030,2023-12,Gallons,10825,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-01,US/Central,161.42,KGAL,Network,1614200,2024-01,Gallons,8871,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-01,US/Central,161.8414,KGAL,Network,1618414,2024-01,Gallons,3162.4,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-02,US/Central,168.443,KGAL,Network,1684430,2024-02,Gallons,1452.6,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-02,US/Central,171.394,KGAL,Network,1713940,2024-02,Gallons,8100,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-03,US/Central,184.882,KGAL,Network,1848820,2024-03,Gallons,1543,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-03,US/Central,185.722,KGAL,Network,1857220,2024-03,Gallons,12561,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-04,US/Central,193.61,KGAL,Network,1936100,2024-04,Gallons,2161,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-04,US/Central,194.691,KGAL,Network,1946910,2024-04,Gallons,6808,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-05,US/Central,199.439,KGAL,Network,1994390,2024-05,Gallons,719,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-05,US/Central,199.559,KGAL,Network,1995590,2024-05,Gallons,3898,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-06,US/Central,203.44,KGAL,Network,2034400,2024-06,Gallons,1301,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,1,,,,,
GRB Tennis,,121346479,220405408,220405408,2024-06,US/Central,204.07,KGAL,Network,2040700,2024-06,Gallons,3210,98803,98803,GRB Tennis,,,,,,,6100 Main Street,Houston,TX,77005,98803-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.718058,-95.408384,J,None,Active,good,good,2024-08,,0,,,,,
Reckling Park,,130262170,220405411,220405411,2023-07,US/Central,366.664,KGAL,Network,3666640,2023-07,Gallons,14,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,1,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-07,US/Central,370.149,KGAL,Network,3701490,2023-07,Gallons,22619,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,0,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-08,US/Central,383.681,KGAL,Network,3836810,2023-08,Gallons,13532,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,0,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-09,US/Central,387.418,KGAL,Network,3874180,2023-09,Gallons,14,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,1,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-09,US/Central,402.629,KGAL,Network,4026290,2023-09,Gallons,18934,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,0,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-10,US/Central,416.051,KGAL,Network,4160510,2023-10,Gallons,1,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,1,2024-08,4,,,
Reckling Park,,130262170,220405411,220405411,2023-10,US/Central,426.379,KGAL,Network,4263790,2023-10,Gallons,23749,98804,98804,Reckling Park,,,,,,,6100 Main Street,Houston,TX,77005,98804-01,,Rice,,Badger,E-Series,0.1,GAL,3,"3""",9,29.713776,-95.404815,J,None,Active,good,good,2024-08,,0,2024-08,4,,,
